create_time|ip_location|user_id|nickname|content|isWakeSpammer
1712069160|北京|6609528351|逍遥王6609528351|为什么中国经济的腾飞必须依靠房地产？就凭这一条不靠谱的猜测，其它的也就都不可信了|1
1712079602|甘肃|7898032285|糟糕我怎么瘦了丨可恶|一半美好愿景，一半胡言乱语|1
1712010859|四川|1700788847|迷迷胡胡|社死 也不至于自愿去送死吧|0
1712018412|广东|2679855362|哇大宋悠|长得也不帅啊，怎么那么多人亲|1
1712011818|广西|1833676644|樱花突击队|被自愿了|0
1712045347|广东|1895079214|张鱼小丸子啊啊啊啊|确定是自愿？要自愿之前不去？？|1
1712046589|浙江|1100147943|郭春晖律师|原来是上演“吻别”啊！|1
1712011463|四川|7527882141|杰克·许|前方吃紧后方紧吃|0
1712048090|内蒙古|5875986641|我真的每天都烦得很|这玩意儿上前线我怀疑会先被自己人弄s你想想士兵看完新闻估计气坏了，自己在前线卖命，当官的在后方还扯毛楼呢，这在前线遇见他们能让他好？|1
1712010980|河南|1695245812|秋山几又重|要是没曝光呢，自愿在后方亲吻女同事？|1
1712047463|四川|6054699760|世景荣|这工作挺好啊  亲来亲去的|1
1712054234|江苏|1252598425|乘月待晓的剑侠之星|泽连:汝妻子吾养之，汝无虑也|1
1712054417|河北|7498111606|张家的王王子|快点si球|1
1712048058|辽宁|6074918335|howyoung1997|哈哈哈，乌克兰也是够奇葩的了|1
1712048239|江苏|5973957519|晒太阳的老咸鱼|走走过场罢了，估计去了也是后勤部队|0
1712036438|江苏|1774283674|Jackson_默|咱国内是么的新闻了？|0
1712060962|河北|6817586473|驴憨憨丶|估计过几天又能看见他的新闻了|0
1712052530|广东|3013238131|八月在野tz|去前线祸害女兵了？|1
1712050081|江苏|7476722104|荼靡一夏-|他一点也不留恋啊|0
1712047527|广西|2336698585|锦鲤阿魁一夜暴富|幸福喔|0
1712046730|江苏|2903569401|朗姆提子拉米苏|是三个？|0
1712046511|浙江|1908336313|节令有味|吻别|0
1712091827|四川|1671109627|包容万物恒河水|防空是这样的，你看以色列那么小，无人机和火箭还老漏呢，真主党最近砸以色列北部，老是命中了才拉警报//@小柿子soul:飞了这么远没被发现|0
1712089796|浙江|7792867100|Fotoreceptor|歼6的无人机未来是不是这样|0
1712089808|河南|7596164403|赛博话实|乌克兰当前|0
1712091091|辽宁|2447561973|小柿子soul|飞了这么远没被发现|0
1712090929|河北|5656549853|洺河渡口|大学生∶哥们长点眼，OK？|1
1712091033|福建|1418942627|涅槃的冰|小型飞机上改装上远程遥控手柄，配上星链直接远程遥控…|0
1712092359|山东|5531345314|Apyotepa|那咱的 j678 不比这玩意劲儿大 还飞的快|0
1712089662|江苏|1433257034|宇轩lol|看这飞机的外观，还以为穿越回一战了…|1
1712090110|江苏|2883029434|小僧法号-瞎溜|第二次“红场事件”|0
1712090382|北京|6585925703|绿叶素荣_纷其可喜兮|这一路上就没个雷达发现？！|1
1712073557|重庆|7833460409|长云L|……中国的房地产再一次强劲复苏？…… 中国闲置的住房量有多少？看看水电气用量为0的户头，就清楚了。再过10年，一些老年人走了，住房不可能拆了，闲置量也许还会增加。|0
1712067806|广东|7480383208|罗叉嗨市花妖|房地产???|0
1712081765|广东|2795532717|手机用户2795532717|六个钱包都快掏空了，房地产还那来的复苏|0
1712068555|江苏|7758718590|米哈游厚乳原神|现在是幻想时间|0
1712068421|江苏|6251564990|名字不会起_规矩太多|喂，醒醒了，该搬砖了|1
1712078491|浙江|6677136827|皓月当空198612|这是四月一号愚人节写的吧，想象力够丰富|1
1712083245|河南|1645475060|鼠弟龙兄|中国的房地产再一次强劲复苏，经济腾飞。这话吹大了，害了自己还准备害下一代|1
1712062136|四川|5260716991|三经元仁|拭目以待 … . …|0
1712081930|安徽|7378818021|庐州夜雨打芭蕉|以乌克兰人的尿性，和波兰一样，是甘于寂寞的人么？迟早得灭国。乌克兰压根和俄罗斯同种，俄罗斯人缺乏安全感也不会允许乌克兰长期存在|1
1712071187|上海|1494895712|闵行爱和平|既然是做梦，不如梦想一下年轻人疯狂结婚疯狂生孩子|1
1712065239|江苏|5409303371|永远28要发|你说的是反话吧！|0
1712075143|山东|2796113361|TINGEM会飞不会跑|核废水那条就算了，白皮不知道偷偷倒了多少了，他们看来不算大事估计|0
1712071218|湖南|5573940759|暴走的浩克|以上，是来自中金前员工的精准预测|0
1712085126|广西|7587749818|老北京巨无霸|几个菜啊，喝成这样|1
1712092184|福建|7355038068|柯伊伯外那个老文|房地产还是歇歇吧，复苏给谁住呀人口都滑坡了|0
1712062656|山东|2270786533|老权1949|你说的都是我希望发生的，怎么巧|0
1712081140|四川|3165495812|Meijiu佳人|希望我泱泱中华越来越好 统管全世界美国给中国搽屁股|0
1712081657|新疆|1801431915|疯道人-阿千|他们这种战术，中国这边几乎无解|0
1712081096|江苏|7493695194|翡翠梦境漫步者|关键是对方公然谈论对华战争，然后这边一群人还想着哪种跪资更好看|0
1712083631|日本|7868388770|当代刘罗锅|就是想和你打消耗，打游击。赌你不敢核他本土|0
1712084052|陕西|2799073110|Ward_W|那为啥不和日本人学学，比如实在没粮了怎么吃同伴|1
1712086244|河北|5908044086|山河匹夫|呵呵，他们埋伏反舰导弹，咱们上长航时无人抓，他们还得上防空导弹，咱们派更多无人机，，，他还是得来防空舰|0
1712083286|澳大利亚|7900547411|尾崎薮叶Serval|我们美国人自古以来就是漂洋过海生存的民族，现在你们漂洋过海在陆地上却找不到食物，真可耻！|1
1712084181|山东|6576813288|村支书008|他们不知道对手与俄罗斯完全不同，在海上小岛，根本就不要管他们，把他们登陆的工具都收拾以后，就等他们当鲁滨孙，经常派些无人机到岛上上空转转，主岛都没有了，小岛还有什么可大游击的。|0
1712081127|浙江|1763002705|后浪韭菜|帝国啥时候受过这气|0
1712081772|上海|2681720701|小酱瓜丁|这是当野人去了？|1
1712085326|上海|1917611251|不做皇民李登辉|以前他们是按住鼠标左键一框，然后直接A过去的。现在怎么这么苦了。|0
1712083972|浙江|3172848323|王唬的建秋|四等人这种要钱法把帝国脸都丢完了|1
1712091548|上海|7855720408|我是Baloga|四等人，差点以为说我们（汉人）了|0
1712088590|浙江|1325292403|tttttt123456|只要兔子下决心干菲猴子，事情就好办了。|0
1712089443|重庆|1281476195|科学文化郑军|练一练比无人机跑得快|0
1712055443|广东|2443143731|财源滚滚来2022|老壶认为，画可以抄得到，但钢铁意志它们是抄不到的|0
1712055512|广东|7848343231|苏打水山|总想跟中国扯上关系。普大帝快点搞掂吧|1
1712061048|山西|1854755394|提尔的霞光|说明那时候我们的文宣比现在强太多了，现在文宣一堆美帝喉舌|0
1712055883|江苏|6699057513|飞翔蓝狐|版权费付了没？|1
1712057209|安徽|7794121102|浪浪山巡山小猪妖|这图风格也是模仿苏联的，乌克兰以前也是苏联的，转一圈回来也不算模仿|0
1712058841|河北|6008589277|动力板砖go|右边👉🏻是什么旗子？|0
1712055930|广东|7721502092|D_unknown|最好在外网多转发些，然后告诉他们原画是什么|0
1712055965|上海|7412326045|兴业路76号隔壁|雄赳赳，气昂昂，跨过第博聂。|0
1712056146|广东|6293311976|思维的跃迁|抄创意就算了，还把武器款式都抄得一摸一样|0
1712055290|上海|7444137214|飞翔的虎兔|中国志愿军威名远扬|0
1712066805|北京|1743305312|藕羹大叔|乌克兰殊不知他们真正的敌人就是美国鬼子。|1
1712065861|江苏|1591486022|Ing_C|啥意思，这鸟克兰是在揭它们美爹的伤疤？|1
1712061631|河南|6222810822|兰色冰幽6|乌克兰这是在侮辱志愿军。妈的，志愿军是保家卫国，他们是纳粹。岂可类比|1
1712078424|河南|7651351212|盛夏花知晓|//@飞翔的虎兔:中国志愿军威名远扬|0
1712075957|广东|7848507612|知行知行知行|你就让那群北约遗腹子说说北约炸我们大使馆做什么？？|0
1712057552|河北|1435942597|大熊猫_121|不规范抄袭|0
1712060341|江苏|6402036724|屋后房前院子一片|你发这个，问过老胡了没有。它哦不他什么指示。|0
1712058527|天津|1177909927|vV王者超凡Vv|战斗力差着一个银河系画的差不多有屁用啊|1
1712068753|广东|6617979519|探戈前进|朝鲜战争 还是以前的画写实，宣传给力，有点火药味的宣传才是强力的回击|0
1712083470|吉林|5909150289|埃佛勒斯8848|有个给将军打扫车库的，发视频被揭发了，送到前线不久就挂了，哪有人自愿送死啊|0
1712071981|辽宁|2669902043|锅爱轮|幽门螺旋杆菌了解一下|1
1712071820|辽宁|5153516542|陌小渡2|乌军这能赢么？都肾虚了|1
1712065537|江苏|5243644318|Ruakyll|你猜是谁曝光出来的这个角度难道是他自己放的摄像头？|0
1712062587|印度尼西亚|6003489514|CCCSON14|前方吃紧，后方紧吃 |1
1712062382|云南|1381818102|木易字旁|《吻别》|1
1712062346|四川|1854203435|sailinghippo|night watch去了|0
1712061288|广东|1178800433|Alologo|好明显被人整|0
1712060999|山东|6274525395|走吧皮皮虾888|被自愿|1
1712060137|湖北|7768004664|超距猫|可惜了，是个熊|1
1712059397|四川|5989629801|寒门无窗|前方吃紧，后方“紧吃”|1
1712052473|甘肃|6134839998|美妙的色彩斑斓|咋做到和每个接吻的|0
1712052332|重庆|2509442335|祥和_随囍|这个笑话真的好好笑。不同的女同事|0
1712051485|四川|3173993320|尾巴短了点|看成了鸟警官|1
1712051473|山东|1048037025|风行流云521|明日边缘|0
1712051460|山西|1429873794|茉莉_w|挺好，可以放飞自我|0
1712050337|广东|2922064570|六边形冒险家|@抓虫高手 …|0
1712049927|陕西|5582164861|这个逗X的世界|被自愿|1
1712049158|四川|5177237680|叶片间滚动的露珠|把乌克兰美女运过来，挑一个当老婆|1
1712048974|山东|2397861847|辛德瑞拉的眼泪很珍贵|没过多久传来阵亡的消息|0
1712082294|北京|1498615832|tony铁骨|让无人机追着满地跑|0
1712088922|英国|1552024843|Voido-Li|猪和山羊？？？哪个岛上有？|0
1712084762|北京|2280961474|吾心安触|美国人能够适应被打地鼠的角色？|0
1712086191|辽宁|5619059562|美美美的冰淇淋|夭寿啦，帝国都沦落到山上打游击啦|1
1712085380|四川|1534824391|提菜刀的书生|人家都在公开讨论要和你打，老胡还在大呼“中美友好”，我去你大爷|1
1712084150|广东|5619984225|jet_shuyao|没啥卵用，滚回去吃披萨喝咖啡去吧|1
1712004977|浙江|1186041021|渔樵孟诸233|一片白纸更容易建设|0
1712005830|辽宁|1790892365|仗剑踏歌行_Hung|只希望，真得战争的时候，正常人可以记得这些教训。闭嘴听话，别扯什么残忍|0
1712012022|江苏|2033669840|目光一样透明的|支持统一的才是同胞，攻击我方人员的全部都是敌对分子，必须击毙，霹雳手段，方显菩萨心肠|0
1712005240|江苏|2637890713|李同学怀旧|我感觉我们的决策没有那么坚决，要经历一个牺牲过程才可能启动。|0
1712014244|江苏|2493807133|不左不右张白圭|俄乌的战事真是值得好好研究，对敌人的任何仁慈，都会造成己方巨大损失。快刀斩乱麻速战速决，别用钝刀慢剐。|0
1712006342|广东|6824588010|nicheng1958|慈不掌兵|0
1712006417|四川|7268813045|学学菜刀|对敌人仁慈，就是对同志残忍。|0
1712024741|辽宁|7601833391|浮云蔽白日昵称真难起|就看如今政府对舆情的战战兢兢和网络舆情的现状，到时候铺天盖地、山崩海啸的攻击和责难能应付得了吗？|0
1712013962|天津|3431758192|礼奈出没注意|普京心善本来是个梗，现在倒好，成了纪实文学|1
1712007308|吉林|2685619533|沉默寡言红毒蛇|贼鹰下场需要珍珠港，我们承平四十年了，不见点血，很难动员老百姓的。就看谁给递枕头了。未来几年少去人多的地方|0
1712018451|福建|1646251527|字段读取错误|北约当年炸南联盟就是这样摧毁对方战斗意志的。|0
1712005183|江苏|7813746846|究天地-|打烂了重建，也算是消耗一波剩余产能|0
1712022816|广东|1877130337|x机师|第一个要炸烂的就是台积电，所有厂区都炸掉。|0
1712007946|北京|1265167535|汉嫖妓将军|俄罗斯如果经济实力很强，在最初突袭基辅时能动员并集结更多的兵力、投放更多的精确制导弹药，应该也是可以在不过度针对普通乌克兰居民、一般民用设施的前提下解决问题的。|0
1712012030|江西|5257156591|芯姨87914|对，战场上不是你死就是我亡，不希望我们的子弟兵解放军有太多伤亡|0
1712045746|贵州|3899464377|老夏老了|战争从来都是你死我活的事，对于敌人的一切必须要去摧毁|0
1712008631|河南|7533030793|用户7533030793|解决台湾，我们只允许打三天。炸弹管够，严禁巷战。|0
1712011600|江西|6258352192|看到以色列就恶心|变电站炸了，几个月就能修好，发电站炸了，没几年修不好|0
1712044510|山东|7573677169|卖梨的郓哥|我觉得普京就是干大事而惜身，这么大的事，还在乎什么名声，战争一开始，就应该全力打击乌克兰的军事基地、发电长、工厂、交通枢纽、道路桥梁、水坝等等。可惜普京无能，白白死了那么多人|0
1712007948|广东|5452937120|中裕华A|摧毁全部建筑物极短时间结束减少两方伤亡|0
1712085585|广西|5264718186|只为伊人飘香牛仔|如果法律规定做这种预测而不正确的，到时候每錯一个自己扇自己一个耳光，看他还敢不敢胡说。|1
1712065615|天津|2503113141|我不服1959|凡是讲生育率，基本都是二级管。|1
1712086222|福建|3226142363|川哥3226142363|基本以不靠谱为主|0
1712063616|湖北|3182643213|国际智力障碍研究中心|房地产10年内都不可能再起来|0
1712074639|山东|2000999205|禄图子|这条微博应该4月1号发，今天有点晚了|1
1712088134|陕西|7506711614|出家人198210|这是喝了多少呀！！ ！把自己人的医，食，住，行，教，都解决不了，还！！！唉|1
1712085801|湖北|2084535043|小而美HG|一泡黄尿滋醒你|1
1712087589|重庆|7301989503|伍術38354|除了第8条，其他一条都不会发生|0
1712074549|广东|6756030708|007玖伍贰柒|正确的理解是房子卖不掉资本家开始炸楼保房价，城市纷纷被尘埃笼罩，|1
1712067596|安徽|7541355096|用户7541355096|一本正经胡说八道，胡说八道不犯法|1
1712078429|云南|1563339667|自由的山毛驴|梦想总是要有的，万一实现了呢？|0
1712087260|浙江|3313819955|随心一天依旧|这是要彻底三战后结束才能有的事！而且必须是老美认输，否则想都别想！|0
1712069101|山西|6226683417|帅哥滔7758|那是西亚 中东！中亚是斯坦五国 地理都不过关bb毛线！五常没毛线用 乌站不止 中东混乱 兔子难说实在受不了就下场了|0
1712088895|河南|1061418982|东方红123456789|这货估计房子被套了|1
1712071056|浙江|2168468662|猪圈搅屎棍|兄弟，再发挥一下你脖子上面的新智力比如在月球上建立水电储能站，然后粉丝涨到百万就可以带货比如健脑速效丸啥的，一定卖爆！|1
1712078998|浙江|3192846181|家有傻阿呜|冲这条微博，取关，太没水平了|1
1712071020|河北|1053120064|五虎上将005|你这是做梦还是喝了假酒呀？做梦也是白日梦|1
1712073154|浙江|2271667332|哥说的不是寂寞A|4月桃花开，是犯病的季节，这不昨天亲娘都把自己的亲生骨肉扔下楼。|1
1712073725|广东|3733094292|BBlacKKPPantheRR|能一样吗，一个在自己领土上一个在别人领土上|0
1712061577|上海|3883734111|台湾战后重建办公室|真是特么够懒|1
1712055468|四川|7612724096|化奇迹为腐朽56537|这不是抄袭，都不要ai来做，几年前手机相机有个功能叫图片个性化出来就是这个样子然后稍改下棋子就OK|1
1712062208|上海|1556234593|宁宁静远|这还是两年前的抄袭图|1
1712069093|浙江|6559737044|冰尾猫妖|大家都是抄苏联的，那时他们才是一家子|0
1712071491|广东|7798843501|番动派胖仔|乌克兰人最不能面对的是第三世界人民都不同情他们吧！|0
1712060596|北京|1170196163|盛酒的鼻烟壶|查了半天，也没有找到这个白红白旗帜是哪里的，俄国白匪军的旗帜吗|0
1712077482|江苏|5773016757|来自星穹的你|乌克兰这是真的药丸|1
1712088710|山东|7275215515|日暖茶烟淡|这得让俩图全世界流传一下。顺便让他们再回顾一下圣诞节噩梦。|0
1712065307|江西|3847867358|四维矢量2|问题是这画有几个中国人见过？那么老乌是怎么知道的？|0
1712056881|浙江|1419598843|雪山飞狐_wg|？？？？？？？？？？|0
1712082113|河南|6130008480|白板配红中iti|有没有可能我们那时候的宣传画是抄苏联的？|1
1712063443|广东|7897836401|看笑话延年益寿到99岁|再往上翻你会发现抄的是抗战时国军的。越看得多越看得明白。|0
1712066395|山东|3321263412|妖妖的卡包|在乌克兰眼中，老美=毛子|1
1712085195|辽宁|6384240748|四拓hzyst|前几天总刷到一个骂大鹅的乌贼，把它直接关小黑屋了，真烦|1
1712087770|浙江|7329843718|泱泱1997Real|不像是官方的画风|0
1712071735|上海|1638620471|T堕落诗人T|这家伙，美帝要剥皮拆骨了，骂谁呢|1
1712083077|北京|7860003734|用户7860003734|你真的是漫画家么？|1
1712074484|福建|7808575644|福屿|乌克兰文化中还是传承了社会主义美学|0
1712048017|广西|6969321701|梨涡浅笑嫣然r|战争不能仁慈，对敌人仁慈就是对自己同胞的残忍|0
1712013701|四川|7284675610|忙碌为了你|所以，一旦种梧桐，就不要有任何限制。|0
1712046686|甘肃|1872423252|网购宗师|老毛子真是太好了，为我们把坑全趟了|1
1712062370|广东|7541487997|清风不识字FX|留地不留人，要么到大陆投降，要么run到国外去，其他的全部炸了，只要空地，其他一切都不要|1
1712012333|四川|1605092110|大眼仔-麦克华斯基|对于台湾而言要不就不打，要么就全部杀光。否则后面统一之后很难处理的，历史怎么评说？|1
1712006772|山西|7824141731|水激动天|全部消灭一个不留|1
1712023946|广东|3808640333|没有犯二都死|2300万，干干净净才是最好的|1
1712066080|四川|3831455540|wingszht|捆手捆脚还打个锤子！既然开打，就尼玛往死里整，赢了才是硬道理！|1
1712040783|湖南|5553797661|川破又逢败登|慈不掌兵！老祖宗几千年前就说了。|0
1712011947|上海|1638390705|福克兰的无敌|俄罗斯的老路会再走一遍的|0
1712012275|广东|7575822633|黎明赞黎明|应该使用普京的先进办法，先让全台湾人民公投入华，然后注销原有台湾人的护照，重新核发中国人民共和国护照，这才是统一台湾的有效且合法的途径。|0
1712014907|北京|7502978220|微操达人常凯申|俄罗斯：这可是你们先坏了规矩的，那我可就不客气了！|1
1712041984|江苏|2608593903|明明白白的小明先生|菩萨心肠雷霆手段，要么不动，要动就不要留情，|0
1712044587|上海|3543652733|阿春哥来了的马甲|狮子搏兔，必尽全力。|0
1712025831|四川|1792976481|turboXW|不然，普京为啥叫普构呢|1
1712053395|上海|7368295046|Patton2020|所以我一直跟朋友说，将来收台作战的将领要不几个人历史评价，要做白起|1
1712061778|河北|2407134113|陌上春绯|力求歼灭敌人的有生力量|0
1712016533|江苏|7434765295|羊肉花菜饺子|很担心为了仁义道德做出啥事|0
1712055726|江苏|1427850477|当电工的铁匠|作为一个漫画家，老六你这都能忍？|1
1712055759|广东|7762254503|吃瓜看热闹不怕事大|这说不定还是中国的精神美国人做的呢。。。|1
1712075685|广东|5129064533|情迷枫叶红|还真是，没那气势啊！|0
1712056318|北京|5379114204|树梢上的大叔2|擦！这个不钓鱼可惜了|1
1712084163|浙江|7293132649|孤独的旅人在归途|不能说一模一样，简直一模一样|1
1712058175|河南|7815085329|立夏吃饺子|通g实锤了！！|1
1712075881|浙江|3940523235|东阳足球|借鉴借鉴|0
1712064007|广东|2616541521|SA-Young|现在流行的，都是我们当年玩剩下的。|0
1712065364|上海|7754877477|好不容易挣了10块钱|挺有意思。|0
1712057001|江苏|7806427080|猛龙过江A博|🇷🇺必须吞了🇺🇦|0
1712059187|北京|7397888866|涅槃老瓦|这什么文化输出啊。|0
1712074615|河南|1767767253|不靠谱评论|伪军|1
1712058204|山东|1869853437|大愿菩提心|这才是软实力|0
1712056298|上海|1784085182|Jason-武林高手|啊？|1
1712075836|辽宁|3181195203|80后的刘大爷|没有创意|1
1712074130|上海|7539104360|既然啥也不能说做个看客总行吧|哈哈哈|0
1712077353|云南|7883919906|雨雪坡|昨天占了一卦，确实梦到有人做了这么几条预测，就是为了忽悠点击率的。   这一卦真准，马上就应验了。|1
1712093495|陕西|1692756840|刀锋乐图|醒醒醒醒，做噩梦了。|1
1712071867|海南|1309253823|anby小康|要预测你就好好预测，要许愿你就去庙里。|1
1712090674|湖北|5379165723|小丑鱼1214啊啊|醒醒，精神病院也要准时吃药哦|1
1712085976|中国|1882723555|哥森林|梦里梦想成真…|0
1712072417|辽宁|1413417734|Iiyuke|如果昨天发，可能还有人信。今天不是4.1了|1
1712087367|广东|7825574801|韭菜创造者|这是昨天的新闻！|0
1712069464|广东|2151106194|为什么他们都叫你渣浪|靠房地产能把老美打败？扯蛋！！！|1
1712075154|山东|6334173507|嘴炮锤大王|除非美国内部解体 不然亚太得出几个废墟国家才行 另外印度横竖是要四分五裂的|0
1712088134|河南|7798709506|隐入尘烟198705|梦之蓝|0
1712070811|河南|3842395112|Warren_CN|看到中国房地产再一次强劲复苏，就知道这些全都是放P|1
1712074440|江苏|2787842663|周周有銭花|经济腾飞，到现在都没什么项目|0
1712085640|四川|5210762361|老虎哥5210762361|意思就是许老板出山，重振雄风，恒大升级至恒天|1
1712088385|广东|2792068214|萨姆很靠谱|我就说越看越不对劲|0
1712077962|四川|6326390861|请大声的叫我路人甲|如果年底两岸签协议，那应该早就启动谈判了吧？？|0
1712048822|江苏|2974933755|东门吹风-南门下雨|有后台|0
1712048561|湖南|5975412552|美少女风云-186|生活腐化而已，贪了多少？不查查？敢上前线有担当！|1
1712047801|北京|1714061944|翩然化蝶|隔江犹唱后庭花|0
1712047410|广东|2471825010|哟_小弟奇|女同事怎么不上前线|0
1712047391|福建|5337095336|takaiii|要被当炮灰了|0
1712047349|河北|2646568913|永远的祖国|缺男人啊|1
1712047180|重庆|1232926901|我是一只大老虎我很饿|谁拍的|1
1712046506|湖北|2417830095|Crispy_rt|损人不利己|0
1712045225|天津|2637535445|2024请待我温柔|刘亚津：“还有外国人那亲嘴儿！那可是真亲呐。”|1
1712044873|湖北|1452505855|清溪源流长|自愿|0
1712018516|广东|1750046723|我见到常威系度打来福|然后把女同事带上去前线|0
1712011263|重庆|1012370231|羊儿咩咩ie|吻别|1
1712054355|重庆|6357734026|二进制的电子空气|啊，这件事居然是TM真的|1
1712052894|山东|2051651042|夏日里的大鱼|敢死队|0
1712050673|辽宁|1752324875|Saltxxtong|怎么这么多女同事愿意亲|0
1712049893|浙江|1866202920|一句惹毛我的人有维险|死亡倒计时|1
1712048437|江苏|2534102091|自由之路明羽佳|//@迷迷胡胡:社死 也不至于自愿去送死吧|0
1712047325|湖南|6467879225|进口牛肉炖猴头菇|乌克兰比毛子有优越感|1
1712078576|山东|6786554650|不变了回525|吹牛逼|1
1712079935|河北|6645974820|靳承川Gallon|恶心|1
1712066737|内蒙古|1883557237|明藏斋主人|转发微博|0
1712090978|陕西|3426670384|西京丸子Niag|转发微博|0
1712067389|上海|5017895429|苟兴芬|转发微博|0
1712073277|浙江|6395889521|深的牛牛粽子|造孽|1
1712064496|澳大利亚|5489855075|土生土长的房角石|转发微博|0
1712081188|山东|7908956084|咂么淡咸|为什么我感觉出自舔乌的中国人之手？|0
1712080708|江苏|5405826529|于苏扬在崇川|乌克兰的总统是演员出身，偷全世界的剧本|1
1712076647|上海|2187257480|飘风自南970|武器都一样|0
1712061992|广东|5935303293|行在古城-1|一没署名二没日期三妹出处，张嘴就来啊。我还说是你恶意抹黑革命烈士画作|1
1712061693|北京|7723396619|围脖一锅出|八成是润人为了狗粮描的，画技太拙劣|1
1712057092|广东|7778450650|远看花溅泪|鬼佬也知道哪个才是好东西，才抄的。|1
1712056647|广东|2163110900|著名哈哈怪|这是完全照抄了|0
1712055590|江苏|6854610924|我不是僵尸粉别删|说不定是哪个殖子舔上去的|1
1712055400|河南|1889639461|清风effle|乌贼不配|1
1712012484|广东|2251407205|LXJ老梁|同意，既然是打仗就不能手软|0
1712063152|北京|1283532240|userliup1980|我们给它炸了那叫拆迁，房地产发一波。|0
1712061013|河南|6453272080|幼儿园小班练习生|大帝心软不是白说的|1
1712055033|江苏|6802431579|用户日出金山|宋襄公之举|0
1712053856|福建|3136061985|第十二圣迹|反过来说的话，是不是在战场上消灭了意志最坚定的反对分子，有利于之后的融合|0
1712050557|江苏|7290938156|切格瓦拉同志的微博|转发微博|0
1712048419|广西|6969321701|梨涡浅笑嫣然r|教训深刻|0
1712047702|陕西|6586319374|名为木公|速战速决|0
1712042877|湖南|6791150590|采莲南塘秋2018|显然美国对外作战从来不会考虑这些|0
1712020953|山西|1489462780|侧耳听风08|半渡不击，奈何？|0
1712012253|重庆|7866972800|行星兔SHIRLY|既然决定开打必然雷霆之势速战速决才是仁慈。|0
1712008238|四川|1400123750|闪电破云霄|参考北约空袭南联盟|0
1712006037|重庆|2056567297|被吹掉的灰|除了医院，学校，养老院。|0
1712056367|广东|5872690496|投资春风客|当然要攻击，既然是战争，战略上要防守，尽可能避免，战术上要进攻，务求速决，一战就要把对方打到心惊胆颤，恐惧绝望，尤其像我们这样狼狗环伺的，一旦拖延就会陷入更大被动|0
1712047086|辽宁|1903658525|OldKing1981|结论仁至义尽，就莫怪没给机会，将来万一梧桐就必须雷霆手段！|0
1712011908|江苏|3262977752|夏至未至冬已逝|愿意回归的，给时间回归，不愿意回归的就自求多福|0
1712013669|福建|6769308710|半空owenliu|长痛不如短痛|0
1712010846|海南|2905226215|宏阿宏阿宏|留岛不留人！！！|1
1712042719|陕西|5236705998|头-条过来的|炸的好|1
1712018564|浙江|1423414360|在飞翔1999|俄罗斯与周边国家有几个关系好的？？大部分前加盟国都与鹅成为敌人|0
1712067723|江西|1252405474|江城一字|许愿吧|1
